Student_ID,Gender,Branch,CGPA,SSC_Marks,HSC_Marks,Internships,Projects,Certifications,Backlogs,Aptitude_Score,Technical_Skill,Coding_Skill,Communication_Skill,Soft_Skill,Extracurricular_Score,Leadership_Score,Placement_Training,Workshops_Attended,Mock_Interview_Score,LinkedIn_GitHub_Activity,Employability_Score,Placed,Package_LPA
STU00732,Male,EEE,6.27,79.11,73.02,1,4,3,0,69.55,4.94,3.99,8.66,6.98,2.31,5.42,No,1,7.11,2.59,50.27,0,0.0
STU00733,Male,CSE,7.3,85.4,72.64,1,2,3,1,71.92,4.21,5.67,6.27,5.07,3.01,5.03,Yes,1,2.45,3.05,54.39,1,9.09
STU00734,Male,CSE,7.44,85.07,68.25,0,0,0,0,60.73,2.45,1.64,1.98,3.08,6.7,5.4,Yes,0,5.54,7.72,32.79,0,0.0
STU00735,Female,CIVIL,7.95,84.65,83.52,0,4,0,0,33.3,6.94,8.24,8.95,7.72,3.81,1.27,Yes,0,7.38,4.48,41.24,1,6.72
STU00736,Male,IT,9.79,62.82,60.71,1,2,0,1,57.99,6.4,7.24,6.47,6.5,5.42,2.77,No,1,4.07,1.62,56.26,0,0.0
STU00737,Male,CSE,7.86,96.62,72.66,0,5,0,3,57.39,9.27,9.5,5.66,5.4,3.45,3.62,Yes,0,4.32,9.83,47.02,0,0.0
STU00738,Male,EEE,7.36,71.52,73.07,2,4,4,0,38.05,5.67,6.14,2.32,4.22,5.13,7.79,Yes,3,5.8,6.45,52.9,0,0.0
STU00739,Female,CSE,5.3,81.11,69.19,1,1,0,0,44.35,8.71,8.22,7.2,6.52,2.66,6.62,Yes,0,4.89,7.05,48.72,0,0.0
STU00740,Female,CIVIL,7.63,78.12,61.1,1,1,3,0,52.08,4.15,6.16,7.0,8.67,1.27,5.46,Yes,1,6.37,7.86,41.82,0,0.0
STU00741,Male,IT,6.77,68.33,71.91,3,5,0,1,57.34,8.16,8.99,6.65,6.32,3.17,0.2,No,1,5.3,3.77,65.09,1,10.01
STU00742,Female,ECE,7.9,90.7,80.39,2,4,5,2,55.8,5.99,4.55,3.17,5.26,6.55,6.36,No,4,7.08,2.93,40.48,0,0.0
STU00743,Female,MECH,7.77,79.79,89.14,0,2,1,4,71.77,5.95,5.54,6.07,6.06,4.83,4.55,Yes,3,4.77,6.97,24.65,0,0.0
STU00744,Male,CIVIL,8.34,96.79,88.32,2,4,3,0,61.01,3.97,4.65,9.18,8.25,8.13,4.17,No,2,4.95,6.57,49.74,0,0.0
STU00745,Male,IT,7.96,70.73,86.5,0,4,1,1,67.53,9.3,9.8,8.62,8.11,3.5,4.58,No,1,5.56,5.94,49.4,0,0.0
STU00746,Female,IT,6.78,80.95,89.84,2,2,1,1,70.12,10.0,10.0,7.81,7.49,3.96,4.01,Yes,1,6.98,0.64,64.76,1,9.63
STU00747,Male,ECE,7.77,75.21,81.19,3,3,4,0,44.39,0.43,0.0,6.16,5.92,8.71,2.53,No,0,4.38,0.59,54.19,0,0.0
STU00748,Female,CSE,6.93,78.37,86.24,1,1,1,0,75.4,5.78,4.12,6.37,5.61,2.32,2.81,Yes,1,9.18,4.57,52.83,0,0.0
STU00749,Male,CSE,8.47,71.09,83.53,3,2,4,0,89.2,3.17,1.2,5.53,5.06,4.36,4.52,Yes,0,6.8,4.06,64.08,1,9.76
STU00750,Male,CIVIL,7.25,64.71,65.5,0,5,4,0,32.17,4.2,4.77,9.57,7.0,2.06,2.23,Yes,3,6.2,9.02,47.7,0,0.0
STU00751,Male,MECH,8.13,84.68,62.58,3,4,1,0,77.99,7.58,5.72,7.55,6.85,7.22,3.6,Yes,3,6.66,5.04,54.68,0,0.0
STU00752,Male,EEE,6.19,79.67,79.95,1,5,3,1,39.7,7.33,7.22,9.5,7.72,5.7,4.64,Yes,1,4.5,2.67,49.19,0,0.0
STU00753,Female,CSE,8.11,82.21,74.82,3,3,3,0,48.16,6.2,4.77,5.07,5.47,9.49,5.22,Yes,2,8.48,8.54,69.92,1,10.33
STU00754,Male,CSE,6.89,79.06,74.94,1,4,3,0,63.29,4.76,5.7,5.73,7.08,3.41,3.72,Yes,0,5.73,8.12,58.39,1,8.53
STU00755,Female,EEE,8.05,79.38,91.86,0,4,0,0,71.92,4.2,5.5,8.45,6.52,5.09,5.04,Yes,1,7.09,4.27,46.22,0,0.0
STU00756,Male,CSE,7.28,87.75,96.55,4,1,4,1,58.92,5.19,4.25,9.51,7.61,5.98,1.47,No,1,6.33,4.93,65.13,1,9.07
STU00757,Male,IT,7.51,75.4,79.27,2,3,1,0,76.77,6.64,8.91,5.39,6.24,7.03,5.42,Yes,1,1.39,2.44,65.39,1,10.74
STU00758,Male,CSE,8.96,71.35,81.27,2,2,2,1,41.24,2.3,1.8,6.61,6.35,1.28,2.15,Yes,0,2.02,6.38,49.66,0,0.0
STU00759,Male,IT,6.05,60.43,78.42,1,2,1,1,74.9,8.08,4.11,5.94,3.67,5.24,4.98,Yes,2,1.03,3.05,55.66,1,9.59
STU00760,Female,IT,4.76,84.16,78.34,2,6,2,3,67.07,6.08,4.43,5.53,7.5,6.19,7.51,No,3,3.73,2.7,42.15,0,0.0
STU00761,Male,IT,6.47,90.94,76.97,1,3,1,1,95.28,6.41,5.49,9.84,9.07,3.87,4.72,No,2,5.55,2.64,54.65,1,9.12
STU00762,Female,EEE,7.63,74.76,79.85,0,3,2,0,59.2,7.09,8.65,6.28,5.97,2.4,4.91,No,3,6.15,0.81,49.96,1,7.07
STU00763,Female,IT,4.44,77.61,75.19,1,4,1,0,75.03,6.36,6.93,5.27,6.26,6.52,5.1,Yes,0,1.13,5.54,56.53,0,0.0
STU00764,Female,MECH,7.41,69.25,57.66,0,0,2,0,79.76,7.64,6.65,8.5,8.89,6.84,8.27,Yes,1,7.07,1.29,42.71,0,0.0
STU00765,Male,CSE,6.39,77.89,66.53,1,3,5,1,71.78,8.03,8.32,5.15,5.81,6.22,3.87,Yes,2,5.06,6.28,60.99,1,9.56
STU00766,Male,CSE,5.19,71.05,82.8,2,3,0,1,69.12,4.74,4.46,5.43,6.48,6.43,4.3,No,1,7.32,0.76,47.16,0,0.0
STU00767,Male,CIVIL,7.3,87.08,65.93,0,4,3,0,77.55,7.08,5.82,5.44,5.85,3.63,8.02,Yes,0,1.18,0.0,39.98,0,0.0
STU00768,Female,CIVIL,6.13,80.77,72.53,1,3,0,1,79.78,6.39,5.94,7.52,5.62,3.14,7.6,No,1,6.15,6.17,34.67,0,0.0
STU00769,Male,MECH,6.99,73.59,84.83,1,5,1,2,89.17,6.78,6.76,4.69,5.27,5.05,2.23,No,0,5.11,8.0,34.26,0,0.0
STU00770,Female,EEE,7.59,71.56,69.98,0,1,1,0,36.1,6.49,7.02,6.33,6.46,3.81,2.47,Yes,1,6.15,9.63,36.34,0,0.0
STU00771,Male,CSE,6.82,74.85,77.55,2,2,0,2,35.43,6.8,7.57,4.91,4.64,7.74,2.82,Yes,3,4.41,0.87,53.15,1,8.57
STU00772,Female,ECE,9.29,60.88,68.33,2,2,2,0,60.1,3.84,5.03,7.27,5.62,5.44,8.03,Yes,2,4.76,1.27,56.11,0,0.0
STU00773,Male,CSE,6.46,100.0,86.2,2,2,2,1,77.5,9.3,7.52,4.31,4.35,3.42,5.71,No,3,4.48,9.77,64.87,1,10.03
STU00774,Male,ECE,6.31,77.27,90.14,4,6,2,1,43.96,7.04,5.92,5.89,5.66,2.79,7.41,Yes,3,4.77,4.6,55.41,1,7.86
STU00775,Male,EEE,6.66,82.6,96.73,2,3,4,0,60.65,7.85,7.83,7.29,5.62,3.78,3.67,Yes,2,4.01,2.6,59.11,1,8.41
STU00776,Male,EEE,6.82,60.83,72.86,3,6,0,0,86.62,5.38,4.12,7.27,6.84,5.49,6.05,Yes,0,6.81,2.78,63.69,1,9.47
STU00777,Female,IT,6.14,78.82,73.35,1,1,4,0,51.04,7.2,8.52,4.06,5.35,3.9,2.32,No,1,4.83,8.6,54.13,1,8.84
STU00778,Female,EEE,5.6,73.93,75.7,4,4,1,2,48.22,4.63,5.75,4.42,4.41,6.62,7.96,Yes,1,6.73,3.64,44.74,0,0.0
STU00779,Male,MECH,6.78,98.6,63.25,0,6,2,0,63.2,6.11,7.06,6.27,4.77,7.99,0.59,Yes,3,4.75,3.4,48.06,0,0.0
STU00780,Female,IT,7.48,85.43,67.21,3,5,1,0,49.6,6.88,7.6,6.34,7.26,4.93,6.36,Yes,2,7.58,5.29,74.29,1,10.11
STU00781,Female,ECE,5.83,72.28,88.82,1,2,1,3,64.55,7.27,8.46,6.23,8.1,7.31,4.46,Yes,0,6.1,3.88,45.02,0,0.0
STU00782,Female,ECE,8.81,89.53,69.02,1,4,0,1,53.68,2.9,0.54,8.2,5.66,6.05,2.14,No,4,3.97,4.71,44.95,0,0.0
STU00783,Male,IT,7.62,72.67,75.22,0,2,0,0,75.32,5.46,7.16,9.06,5.92,7.9,5.55,Yes,3,2.32,6.34,52.38,1,8.08
STU00784,Female,CSE,8.06,79.4,73.55,0,2,4,0,55.15,4.21,4.01,8.18,6.86,8.59,6.61,Yes,4,4.37,8.87,59.55,1,9.48
STU00785,Male,EEE,8.01,68.92,75.34,2,1,3,3,100.0,5.42,6.27,8.35,6.87,7.96,9.89,No,1,4.44,5.04,42.58,0,0.0
STU00786,Female,MECH,8.08,62.53,84.16,2,1,0,0,45.46,4.24,2.91,7.33,6.17,6.09,5.06,No,3,3.38,5.17,38.32,0,0.0
STU00787,Female,ECE,7.36,66.41,63.42,1,1,1,0,24.44,6.89,6.52,4.29,5.1,3.52,4.4,Yes,0,7.92,4.38,49.09,0,0.0
STU00788,Female,IT,8.77,90.52,74.33,1,2,3,2,90.16,7.21,7.09,7.02,6.57,4.77,3.79,Yes,0,2.4,0.0,57.97,0,0.0
STU00789,Male,ECE,6.47,70.21,80.6,4,3,2,0,43.27,7.04,6.73,6.19,6.5,7.64,3.34,Yes,2,5.16,5.37,58.28,1,8.69
STU00790,Male,ECE,6.81,64.34,69.01,1,0,3,1,65.74,6.11,5.71,7.36,7.21,5.76,6.78,Yes,0,1.84,8.2,44.09,0,0.0
STU00791,Male,CSE,8.74,92.3,77.21,1,3,3,0,36.64,4.12,3.15,7.06,6.55,5.13,5.32,No,2,6.56,9.19,54.31,1,8.68
STU00792,Male,CSE,5.94,74.78,83.81,1,5,2,0,61.46,8.05,7.36,6.63,6.03,2.83,6.17,No,3,5.49,5.16,61.84,1,10.7
STU00793,Male,CSE,6.29,82.62,86.52,1,3,4,1,44.95,5.54,4.16,1.83,4.74,5.49,8.51,Yes,0,7.04,6.3,52.34,1,8.3
STU00794,Female,IT,7.51,86.91,71.03,0,2,1,0,58.65,5.58,6.69,8.75,6.35,8.75,6.48,No,0,3.89,1.19,51.37,0,0.0
STU00795,Male,EEE,6.44,67.74,73.81,2,2,0,0,80.57,3.12,3.97,5.91,6.09,3.52,4.3,Yes,0,4.29,1.47,54.14,0,0.0
STU00796,Male,ECE,5.7,87.25,69.34,1,2,5,2,35.85,4.55,5.61,6.7,5.61,1.75,5.47,No,2,6.1,8.46,25.88,0,0.0
STU00797,Male,ECE,7.97,50.45,77.77,0,2,3,0,54.5,5.2,6.36,4.83,6.02,5.5,5.77,No,1,0.88,1.73,46.64,0,0.0
STU00798,Male,CSE,4.95,82.17,71.42,1,4,5,1,55.12,3.77,4.92,6.08,4.63,6.62,5.09,Yes,1,8.56,0.88,55.85,1,10.21
STU00799,Male,IT,6.98,68.62,78.93,0,1,2,0,48.75,2.18,2.55,6.45,6.64,4.02,3.29,Yes,2,6.22,5.98,40.42,0,0.0
STU00800,Female,EEE,8.45,68.47,90.88,1,3,4,0,43.53,6.56,4.43,5.65,7.56,5.04,7.92,No,0,3.78,4.18,48.25,0,0.0
STU00801,Male,IT,9.35,78.35,87.3,1,2,5,0,63.77,7.85,7.33,3.94,3.99,2.66,6.05,Yes,3,8.16,3.7,66.68,1,9.76
STU00802,Male,ECE,6.27,81.06,48.95,1,5,3,0,24.1,3.16,5.72,6.45,5.63,5.74,4.6,Yes,4,5.56,5.82,47.68,0,0.0
STU00803,Female,IT,7.21,94.1,72.36,2,4,0,3,78.76,4.54,3.58,6.23,4.89,4.91,5.56,Yes,2,6.63,7.68,44.04,0,0.0
STU00804,Female,CIVIL,7.02,77.97,70.95,1,4,3,1,43.31,7.4,8.05,5.81,5.72,7.53,6.87,No,2,2.94,4.35,36.99,0,0.0
STU00805,Female,CSE,7.83,85.2,80.9,2,2,5,0,80.45,4.75,3.62,7.1,7.52,6.57,5.05,No,4,3.47,2.14,63.76,0,0.0
STU00806,Female,ECE,7.29,90.5,64.61,1,3,2,3,42.58,7.5,7.18,7.09,5.9,4.93,4.35,Yes,4,6.49,4.15,41.95,0,0.0
STU00807,Male,MECH,7.41,90.82,74.03,2,0,3,0,99.42,3.88,3.7,5.28,6.39,0.57,1.83,No,1,5.91,1.89,37.76,0,0.0
STU00808,Male,CSE,9.04,87.26,58.93,2,1,5,0,65.74,9.29,9.94,5.46,5.42,8.15,1.64,No,1,6.51,4.01,72.56,1,10.24
STU00809,Male,ECE,6.53,70.27,83.65,2,3,5,4,68.59,6.94,8.62,5.13,4.38,5.94,1.87,No,1,9.92,5.14,42.43,0,0.0
STU00810,Male,IT,5.24,75.62,90.07,1,3,1,0,31.9,4.23,4.59,6.1,5.98,4.39,5.39,Yes,3,4.31,7.28,45.17,0,0.0
STU00811,Female,CIVIL,7.81,98.36,70.41,2,1,1,0,100.0,5.37,4.91,6.47,7.62,1.8,5.61,Yes,1,9.26,3.58,46.54,0,0.0
STU00812,Male,CSE,6.5,86.78,61.21,0,3,3,2,93.91,5.21,6.34,5.15,6.08,5.42,4.38,No,2,3.51,5.87,54.28,1,9.91
STU00813,Female,IT,7.66,79.97,87.41,0,3,2,1,82.88,4.9,5.39,3.63,5.66,2.26,4.51,No,1,5.69,6.46,46.85,1,8.4
STU00814,Male,EEE,6.42,94.55,65.72,2,0,1,0,53.54,6.05,4.56,5.88,6.28,4.57,0.15,No,3,6.0,4.47,42.92,0,0.0
STU00815,Female,CSE,8.23,80.45,86.61,0,1,3,1,90.51,2.84,3.92,7.22,5.9,6.05,7.31,No,2,4.01,2.54,47.56,0,0.0
STU00816,Male,ECE,7.47,73.82,82.11,0,4,0,0,77.45,8.06,7.64,6.17,4.32,4.48,3.97,Yes,2,2.58,5.56,52.39,0,0.0
STU00817,Female,ECE,6.4,74.91,64.97,3,5,1,1,66.53,5.12,5.17,6.98,5.39,5.49,7.62,No,0,8.67,10.0,57.4,1,7.76
STU00818,Female,EEE,6.23,73.24,83.86,3,4,1,0,42.26,3.8,4.42,5.31,4.92,2.84,1.67,Yes,1,1.98,6.08,49.13,1,7.45
STU00819,Male,CSE,7.12,88.45,76.61,4,3,2,1,50.88,5.11,4.23,8.27,6.81,3.74,5.7,No,1,5.33,7.1,58.42,1,9.01
STU00820,Male,ECE,6.38,90.85,87.08,0,0,2,0,76.78,9.75,7.73,7.44,7.57,6.49,2.03,No,4,5.96,3.42,45.47,0,0.0
STU00821,Male,EEE,5.09,84.56,60.78,1,2,2,2,44.7,3.84,5.06,8.29,7.23,9.98,6.81,Yes,2,6.63,5.5,35.48,0,0.0
STU00822,Male,ECE,6.45,88.8,71.15,0,3,1,1,67.78,6.59,7.05,4.46,5.43,9.39,3.99,Yes,0,5.97,5.5,44.12,0,0.0
STU00823,Male,MECH,8.2,86.99,76.3,2,1,2,1,43.28,6.82,6.15,4.54,4.73,0.92,7.98,No,3,1.49,4.39,32.99,0,0.0
STU00824,Male,EEE,6.23,76.91,59.88,0,4,2,0,72.35,5.49,6.57,5.71,5.44,6.16,6.12,Yes,0,7.17,8.27,50.9,1,8.13
STU00825,Male,EEE,8.59,81.78,72.59,0,2,3,0,67.33,6.17,6.64,10.0,7.09,3.64,1.96,Yes,2,5.08,3.76,51.82,1,7.86
STU00826,Female,EEE,6.39,67.14,84.69,3,1,4,0,64.74,5.69,6.34,5.63,6.68,8.24,3.8,No,0,5.2,8.01,45.78,0,0.0
STU00827,Male,CSE,6.99,76.51,66.4,1,5,0,2,64.58,4.0,3.59,5.26,5.67,8.43,4.67,No,1,7.08,6.32,51.77,0,0.0
STU00828,Male,IT,7.74,74.02,57.2,0,1,1,2,87.1,4.8,4.45,4.09,6.2,8.97,4.71,No,0,2.83,3.54,47.37,0,0.0
STU00829,Male,ECE,7.4,84.36,77.83,0,0,2,1,38.59,3.74,4.13,5.19,5.7,7.82,9.69,No,3,4.89,5.42,35.73,0,0.0
STU00830,Female,IT,7.15,81.38,79.58,1,2,0,0,45.51,5.91,6.41,5.57,7.33,7.76,6.0,No,1,4.73,7.12,52.6,0,0.0
STU00831,Male,CSE,6.85,82.71,75.9,0,3,1,4,69.1,6.06,6.13,6.61,5.83,2.87,6.37,No,0,4.99,4.99,33.5,0,0.0
STU00832,Male,EEE,6.14,67.3,82.24,1,3,2,1,25.72,7.32,9.15,5.88,6.06,4.8,6.14,Yes,0,7.36,2.26,39.81,1,5.79
STU00833,Female,CIVIL,8.29,69.77,58.9,0,6,2,2,78.33,5.31,5.02,7.41,7.29,7.25,4.35,Yes,3,6.61,3.82,42.85,0,0.0
STU00834,Female,CSE,6.47,68.85,42.02,1,3,1,0,54.72,5.06,6.74,9.98,8.06,6.08,6.14,Yes,3,5.47,5.65,59.77,1,9.87
STU00835,Female,IT,6.82,75.64,86.87,0,6,1,0,23.13,5.49,4.92,6.34,5.68,3.85,6.36,Yes,0,6.32,6.27,49.02,1,8.27
STU00836,Male,IT,8.45,60.87,69.67,1,2,5,1,87.02,5.51,5.47,6.81,6.41,2.55,5.21,Yes,1,9.25,8.08,66.98,1,10.43
STU00837,Male,ECE,8.01,72.89,75.97,0,5,3,0,78.39,3.51,5.84,7.9,6.88,4.61,3.88,Yes,0,5.26,4.89,60.49,1,9.63
STU00838,Female,ECE,6.57,89.57,73.2,1,3,2,1,55.7,4.57,3.22,4.48,4.11,1.77,1.83,Yes,1,5.25,7.95,43.93,0,0.0
STU00839,Female,IT,6.39,78.47,67.3,0,0,2,0,70.34,6.51,7.02,5.03,4.71,5.58,7.55,Yes,4,8.39,5.62,48.89,0,0.0
STU00840,Male,CSE,7.61,65.77,71.56,0,3,0,1,96.41,6.2,4.78,7.53,6.86,3.3,5.79,Yes,2,6.86,5.96,56.2,0,0.0
STU00841,Male,CSE,8.19,63.37,77.68,3,2,3,1,41.88,4.59,5.93,5.19,4.38,6.67,3.8,No,4,8.72,4.15,61.98,1,9.67
STU00842,Female,CSE,8.71,76.55,74.26,3,3,1,1,81.22,7.35,7.29,3.69,5.02,4.72,6.22,Yes,2,6.66,9.92,71.42,1,11.3
STU00843,Female,ECE,7.41,65.91,78.33,3,4,3,4,59.7,4.63,5.42,3.97,6.15,4.99,5.54,Yes,2,6.51,6.9,43.89,0,0.0
STU00844,Female,CSE,6.9,74.76,94.68,1,2,4,3,33.44,3.8,1.4,7.92,7.97,2.62,1.05,Yes,0,8.95,4.01,41.63,0,0.0
STU00845,Male,EEE,7.99,92.49,73.76,2,3,2,3,86.54,6.54,5.94,6.34,7.0,1.12,4.37,No,0,7.99,3.82,47.12,0,0.0
STU00846,Male,EEE,7.25,68.76,90.72,4,0,2,1,64.49,6.34,8.54,5.56,4.91,9.02,6.33,No,2,8.46,3.82,45.83,0,0.0
STU00847,Male,MECH,6.98,71.83,82.68,1,5,2,0,69.6,5.61,7.85,3.54,3.0,3.89,6.56,No,0,3.6,6.06,45.71,1,6.82
STU00848,Male,MECH,6.26,69.39,55.77,1,5,1,2,71.77,10.0,8.63,4.88,4.72,10.0,4.96,Yes,1,7.1,4.17,47.65,0,0.0
STU00849,Female,MECH,9.09,92.22,64.38,0,4,0,1,82.34,5.62,4.77,6.26,5.55,3.24,6.05,Yes,4,7.96,4.4,39.56,1,6.96
STU00850,Female,EEE,7.98,85.32,74.03,4,3,1,2,59.51,5.71,4.73,3.66,3.84,3.29,3.54,Yes,2,5.53,6.93,40.26,0,0.0
STU00851,Male,CIVIL,6.66,85.65,57.68,2,3,2,1,71.66,8.98,10.0,5.98,5.21,4.91,10.0,Yes,4,2.68,3.92,41.96,0,0.0
STU00852,Male,ECE,5.5,77.4,59.78,0,5,0,3,84.07,2.2,1.86,7.15,6.86,2.76,1.17,Yes,4,3.57,6.88,28.59,0,0.0
STU00853,Female,CSE,6.48,75.34,65.04,2,2,0,0,52.64,6.34,4.53,4.94,6.07,10.0,0.65,Yes,2,5.14,6.95,51.97,0,0.0
STU00854,Male,ECE,7.76,81.78,79.65,0,2,1,0,21.82,7.49,7.83,6.94,6.11,6.33,4.56,No,2,5.79,3.16,44.12,0,0.0
STU00855,Male,CIVIL,7.47,93.39,85.02,0,0,3,0,66.75,5.29,5.62,8.09,7.41,9.51,7.39,Yes,0,6.44,5.16,41.82,0,0.0
STU00856,Female,CIVIL,5.3,84.17,89.84,1,5,2,2,24.85,6.62,7.05,7.41,7.06,3.52,4.42,No,1,6.37,3.49,27.66,0,0.0
STU00857,Female,CSE,7.92,95.51,74.07,1,2,4,0,62.79,6.25,8.62,4.43,5.25,3.17,3.92,No,0,8.53,5.9,59.61,1,10.19
STU00858,Female,ECE,9.28,74.29,75.02,3,4,0,0,56.68,7.64,6.6,2.32,3.16,7.3,1.22,No,0,4.65,5.54,59.16,1,7.69
STU00859,Male,CIVIL,7.0,92.02,79.71,3,4,3,0,47.38,6.38,6.52,7.91,7.84,5.43,5.64,Yes,0,6.09,0.0,46.37,0,0.0
STU00860,Male,CIVIL,7.81,67.33,40.0,0,3,1,2,88.04,4.14,4.58,6.29,5.65,3.81,2.74,Yes,2,4.06,5.23,36.6,0,0.0
STU00861,Male,MECH,7.35,84.21,100.0,0,5,2,0,89.88,8.68,6.33,6.19,7.28,10.0,6.55,No,1,4.84,6.68,46.74,1,6.82
STU00862,Female,ECE,6.61,69.58,85.74,1,2,4,2,33.48,7.13,7.34,7.08,6.6,6.44,6.01,Yes,4,6.35,4.82,44.8,0,0.0
STU00863,Female,ECE,7.51,88.07,68.76,0,2,3,0,79.17,4.3,6.23,8.22,8.18,5.77,5.57,No,3,3.35,7.29,50.88,0,0.0
STU00864,Female,EEE,7.82,69.98,55.33,0,2,4,0,89.49,8.0,7.27,7.11,6.17,1.45,4.83,No,1,7.77,3.47,53.68,1,7.25
STU00865,Male,CSE,7.08,76.18,76.17,2,4,2,1,67.99,3.79,3.97,7.21,7.77,7.01,7.73,No,0,3.64,4.25,58.76,1,9.66
STU00866,Female,MECH,7.54,97.95,67.58,1,2,1,1,86.55,6.01,4.84,9.6,8.86,5.11,7.19,No,1,5.72,1.5,40.1,1,7.82
STU00867,Male,CSE,7.78,90.53,63.59,1,3,2,1,64.13,5.68,7.95,7.4,5.98,1.72,5.39,Yes,0,5.5,3.68,58.75,0,0.0
STU00868,Female,EEE,8.68,96.47,79.52,4,4,5,1,87.41,6.03,4.29,7.83,7.51,5.5,4.86,Yes,3,6.3,2.88,58.66,0,0.0
STU00869,Male,CSE,5.75,78.08,66.51,2,2,3,0,67.14,6.58,5.17,3.35,4.2,6.37,3.4,Yes,1,4.86,3.26,65.04,1,11.08
STU00870,Female,MECH,4.08,70.88,71.16,1,6,2,1,77.5,6.81,7.64,4.88,5.6,5.36,3.42,No,1,7.17,0.0,38.66,0,0.0
STU00871,Female,ECE,6.59,85.29,84.76,1,1,0,0,59.11,6.66,7.0,6.96,6.7,7.11,4.61,Yes,2,4.45,8.08,40.52,0,0.0
STU00872,Male,CSE,8.16,86.9,76.18,3,0,0,0,54.8,5.56,7.23,3.2,5.62,10.0,7.79,No,1,3.72,4.43,54.28,0,0.0
STU00873,Male,IT,5.55,76.0,61.27,0,5,3,0,65.72,7.95,9.85,1.9,3.28,4.83,6.01,Yes,1,5.73,5.2,59.75,0,0.0
STU00874,Female,ECE,7.69,91.53,83.35,3,5,4,3,58.22,6.03,6.06,5.74,4.57,0.76,6.67,Yes,3,5.17,5.0,55.64,1,8.48
STU00875,Male,IT,8.29,71.84,70.68,0,2,2,3,70.85,6.39,7.23,7.69,5.45,3.62,4.49,No,0,5.46,9.55,43.38,1,8.25
STU00876,Male,CSE,10.0,75.59,90.45,0,1,2,0,54.8,9.82,9.85,4.22,5.77,9.16,3.59,No,2,6.32,3.94,62.41,1,9.52
STU00877,Female,IT,8.68,80.5,70.26,0,1,2,0,82.54,6.81,6.43,7.08,6.25,6.41,8.07,No,0,1.76,6.83,50.95,0,0.0
STU00878,Female,EEE,6.59,73.81,66.06,0,2,1,0,100.0,8.8,9.13,8.3,7.38,5.1,2.71,No,2,7.45,7.13,47.88,0,0.0
STU00879,Female,EEE,7.49,88.95,87.46,1,5,5,2,49.11,6.34,7.48,7.94,6.63,6.19,2.12,No,0,7.27,2.36,49.25,0,0.0
STU00880,Male,ECE,7.84,80.17,69.2,3,4,0,0,82.04,8.03,7.26,9.09,6.88,6.21,5.15,No,1,6.92,6.23,61.73,1,7.85
STU00881,Male,CSE,7.16,99.16,69.4,3,5,2,2,65.51,6.53,6.09,5.81,5.13,7.36,1.17,Yes,2,7.23,4.19,59.78,1,9.93
STU00882,Male,MECH,9.53,83.08,60.53,1,1,1,0,44.51,4.07,2.66,6.36,6.57,2.89,6.04,Yes,1,8.34,6.62,42.11,0,0.0
STU00883,Female,EEE,6.08,79.32,73.07,0,0,1,2,68.66,4.55,3.76,5.8,5.26,7.26,2.03,Yes,1,5.68,3.99,27.87,0,0.0
STU00884,Male,CIVIL,5.19,80.3,69.45,0,4,1,0,69.75,8.32,9.32,5.56,5.27,4.27,2.15,No,2,4.8,3.85,36.94,0,0.0
STU00885,Female,CSE,6.7,81.61,90.37,0,5,5,0,76.71,6.88,4.52,6.95,7.85,0.0,6.52,No,0,5.21,8.93,64.09,1,10.41
STU00886,Male,ECE,6.92,78.51,63.36,1,2,2,0,64.69,3.94,4.44,4.74,4.17,1.93,4.99,No,1,8.37,8.33,44.49,0,0.0
STU00887,Female,ECE,7.04,83.14,66.02,1,2,4,0,64.74,7.67,7.57,9.17,7.13,1.28,0.2,No,0,4.36,6.06,61.09,0,0.0
STU00888,Female,EEE,5.99,69.3,71.43,0,5,4,3,63.25,4.56,6.16,7.8,7.89,6.95,2.59,Yes,0,4.64,3.39,36.74,0,0.0
STU00889,Female,ECE,6.66,84.75,71.97,4,3,0,2,56.09,7.52,7.26,5.09,4.37,7.66,5.03,No,1,4.64,1.84,46.28,0,0.0
STU00890,Male,IT,7.54,95.34,68.32,3,3,2,0,80.16,4.89,5.99,7.35,6.81,6.82,7.85,Yes,2,6.58,6.34,71.99,1,9.98
STU00891,Male,EEE,8.39,62.79,94.4,0,1,0,1,60.7,4.67,3.83,7.03,5.79,3.81,1.98,Yes,2,4.59,3.32,35.71,0,0.0
STU00892,Female,IT,8.32,68.55,65.36,3,3,3,0,75.07,6.98,5.14,6.19,4.48,8.73,2.1,Yes,0,3.77,9.25,69.94,1,10.33
STU00893,Female,CSE,6.6,77.19,61.14,1,2,3,0,68.43,9.16,8.76,8.56,7.03,3.37,8.84,Yes,4,6.74,5.63,67.25,0,0.0
STU00894,Female,IT,5.74,70.28,73.91,3,2,0,0,60.25,4.22,4.9,4.94,5.22,4.48,5.52,No,1,3.03,5.22,49.0,1,8.97
STU00895,Male,ECE,6.37,70.09,62.0,4,2,4,1,60.35,4.1,3.97,7.22,6.28,6.84,7.56,No,1,5.93,3.03,46.76,0,0.0
STU00896,Male,CSE,7.25,79.14,77.46,0,3,2,0,61.39,5.03,5.38,5.97,5.87,5.96,6.07,No,1,7.05,1.59,47.55,0,0.0
STU00897,Male,CSE,6.9,83.25,86.46,2,2,1,1,63.31,9.08,10.0,5.63,6.47,10.0,5.23,No,2,4.36,3.79,62.01,1,9.33
